name,extId,x,y,category,puic,prodclass,x_real,y2,join_id,join_name,isInAustria
Wien Oper (Opernring/Steig E),11101,0,0,0,0,0,16.369635,48.202353,0,0,1
Wien Pilgramgasse (Linke Wienzeile),11102,0,0,0,0,0,16.354614,48.19269,0,0,1
Wien Längenfeldgasse (Linke Wienzeile 224),11103,0,0,0,0,0,16.34843,48.189481,0,0,1
Wien Hietzing (Hadikgasse),11104,0,0,0,0,0,16.303457,48.188069,0,0,1
Wien Hütteldorf Bf (Hadikgasse),11105,0,0,0,0,0,16.255374,48.202524,0,0,1
Schwechat Hauptplatz (Himberger Straße),11109,0,0,0,0,0,16.469973,48.121531,0,0,1
Wien Nussdorf Bahnhof,11200,0,0,0,0,0,16.367766,48.260262,0,0,1
Klosterneuburg Weidling Bahnhof,11201,0,0,0,0,0,16.334703,48.297342,0,0,1
Klosterneuburg Kierling Bahnhof,11202,0,0,0,0,0,16.326307,48.30981,0,0,1
Unterkritzendorf Bahnhof,11203,0,0,0,0,0,16.309282,48.324076,0,0,1
Wien Hütteldorf Bahnhof,11336,0,0,0,0,0,16.261118,48.197355,0,0,1
Wien Westbahnhof,11337,0,0,0,0,0,16.337607,48.19687,0,0,1
Deutsch Wagram Bahnhof,11667,0,0,0,0,0,16.563578,48.302916,0,0,1
Wien Leopoldau Bahnhof,11668,0,0,0,0,0,16.449298,48.277521,0,0,1
Wien Siemensstraße Bahnhof,11669,0,0,0,0,0,16.420892,48.270851,0,0,1
Perchtoldsdorf Bahnhof,11768,0,0,0,0,0,16.285478,48.122916,0,0,1
Wien Strebersdorf Bahnhof,11763,0,0,0,0,0,16.381205,48.285944,0,0,1
Bisamberg Bahnhof,11764,0,0,0,0,0,16.346974,48.316813,0,0,1
Wien Süßenbrunn Bahnhof,11785,0,0,0,0,0,16.484383,48.285297,0,0,1
Vösendorf Schönbrunner Allee (WLB),11933,0,0,0,0,0,16.325076,48.135833,0,0,1
Vösendorf-Siebenhirten Bahnhof (WLB),11932,0,0,0,0,0,16.319044,48.125495,0,0,1
Wien Neuerlaa Bahnhst (WLB),11934,0,0,0,0,0,16.327997,48.140633,0,0,1
Wien Inzersdorf Lokalbahn,11935,0,0,0,0,0,16.334353,48.149928,0,0,1
Wien Gutheil-Schoder-Gasse Bahnhst (WLB),11936,0,0,0,0,0,16.335854,48.1596,0,0,1
Wien Schöpfwerk,11937,0,0,0,0,0,16.330766,48.163996,0,0,1
Wien Schedifkaplatz (WLB/Darnautgasse),11938,0,0,0,0,0,16.330883,48.17321,0,0,1
Wien Oper (Kärntner Ring/Lokalbahn),11953,0,0,0,0,0,16.334353,48.149928,0,0,1
Wien Meidling Bf (Eichenstraße/Straßenbahn),11939,0,0,0,0,0,16.331926,48.174433,0,0,1
Wien Dörfelstraße (Steinackergasse),11940,0,0,0,0,0,16.402734,48.283634,0,0,1
Wien Aßmayergasse,11941,0,0,0,0,0,16.33767,48.178712,0,0,1
Wien Johann-Strauß-Gasse (Wiedner Hauptstraße 64),11954,0,0,0,0,0,16.366103,48.189903,0,0,1
Wien Flurschützstraße/Längenfeldgasse,11942,0,0,0,0,0,16.340061,48.179359,0,0,1
Wien Marx-Meidlinger Straße,11943,0,0,0,0,0,16.344232,48.180473,0,0,1
Wien Eichenstraße (Tiefgeschoß),11944,0,0,0,0,0,16.34914,48.180554,0,0,1
Wien Dörfelstraße (Meidling Bahnhof),11955,0,0,0,0,0,16.331926,48.174433,0,0,1
Wien Matzleinsdorfer Platz (Tiefgeschoß),11945,0,0,0,0,0,16.358723,48.180195,0,0,1
Wien Kliebergasse (Tiefgeschoß),11946,0,0,0,0,0,16.36435,48.18291,0,0,1
Wien Laurenzgasse (Tiefgeschoß),11947,0,0,0,0,0,16.362444,48.185256,0,0,1
Wien Johann-Strauß-Gasse (Wiedner Hauptstraße 71),11948,0,0,0,0,0,16.366103,48.189903,0,0,1
Wien Mayerhofgasse,11949,0,0,0,0,0,16.366921,48.19242,0,0,1
Wien Paulanergasse,11950,0,0,0,0,0,16.367181,48.196088,0,0,1
Wien Resselgasse (Wiedner Hauptstraße 8-10),11951,0,0,0,0,0,16.367658,48.198236,0,0,1
Wien Karlsplatz (Resselpark),11952,0,0,0,0,0,16.369366,48.200663,0,0,1
Wien Hbf (Autoreisezuganlage),12203,0,0,0,0,0,16.391003,48.177876,0,0,1
Wien Schönwiesegasse,12980,0,0,0,0,0,16.326946,48.138701,0,0,1
Wien Kundratstraße,12973,0,0,0,0,0,16.355468,48.175808,0,0,1
Wien Neuerlaa Bahnhst (Triester Straße),12979,0,0,0,0,0,16.327997,48.140633,0,0,1
Wien Triester Straße/Anton-Baumgartner-Straße,12978,0,0,0,0,0,16.336924,48.151258,0,0,1
Vösendorf-Siebenhirten Bahnhof (Triester Straße),12981,0,0,0,0,0,16.319044,48.125495,0,0,1
Wien Triester Straße/Sterngasse,12986,0,0,0,0,0,16.335135,48.149002,0,0,1
Wien Oberlaa (Busbahnhof),13003,0,0,0,0,0,16.404163,48.138296,0,0,1
Wien Oberlaa (Laaer-Berg-Straße),13004,0,0,0,0,0,16.361222,48.14795,0,0,1
Wien Untere Kaistraße,13005,0,0,0,0,0,16.399345,48.137083,0,0,1
Wien Rustenfeldsiedlung,13006,0,0,0,0,0,16.39467,48.124174,0,0,1
Leopoldsdorf b.Wien Kanadagasse,13007,0,0,0,0,0,16.396208,48.121504,0,0,1
Zwölfaxing Josef-Weiß-Gasse,13039,0,0,0,0,0,16.466341,48.115598,0,0,1
Schwechat Himberger Straße,13040,0,0,0,0,0,16.469973,48.121531,0,0,1
Schwechat Hutweidestraße,13041,0,0,0,0,0,16.472337,48.125271,0,0,1
Schwechat Netzgasse,13042,0,0,0,0,0,16.474611,48.129262,0,0,1
Schwechat Mappesgasse,13043,0,0,0,0,0,16.473686,48.133828,0,0,1
Schwechat Mischekgasse,13045,0,0,0,0,0,16.475681,48.13799,0,0,1
Schwechat Ehrenbrunngasse,13046,0,0,0,0,0,16.478729,48.139033,0,0,1
Schwechat Schlossstraße,13044,0,0,0,0,0,16.474432,48.136327,0,0,1
Mödling Bahnhof (Bahnbrücke),13126,0,0,0,0,0,16.331926,48.174433,0,0,1
Wien Haselbrunnerstraße,13385,0,0,0,0,0,16.251176,48.137226,0,0,1
Wien Liesing Bahnhof (Liesinger Platz),13377,0,0,0,0,0,16.283042,48.134997,0,0,1
Wien Alte Brauerei Liesing,13378,0,0,0,0,0,16.277154,48.137253,0,0,1
Breitenfurt Laaber Spitz (Hauptstraße),13391,0,0,0,0,0,16.204324,48.138098,0,0,1
Wien Aquäduktsteg,13379,0,0,0,0,0,16.275554,48.137811,0,0,1
Wien Kalksburger Kirchenplatz,13386,0,0,0,0,0,16.245027,48.137676,0,0,1
Wien Hoferstiege,13380,0,0,0,0,0,16.271635,48.139123,0,0,1
Wien Breitenfurter Straße/Liesingbrücke (Br. Str.),13381,0,0,0,0,0,16.267788,48.13871,0,0,1
Wien Lodererweg,13387,0,0,0,0,0,16.238429,48.138026,0,0,1
Wien An der Liesing,13382,0,0,0,0,0,16.264066,48.138952,0,0,1
Wien Rodauner Straße (Breitenfurter Straße),13383,0,0,0,0,0,16.256983,48.137954,0,0,1
Breitenfurt Hauptstraße 97,13395,0,0,0,0,0,16.18319,48.134026,0,0,1
Wien Breitenfurter Straße/Willergasse,13384,0,0,0,0,0,16.256983,48.137954,0,0,1
Wien Bohattaweg,13388,0,0,0,0,0,16.229718,48.13791,0,0,1
Breitenfurt Siedlung Eigenheim,13392,0,0,0,0,0,16.197816,48.13719,0,0,1
Breitenfurt Grenzgasse,13389,0,0,0,0,0,16.220244,48.137208,0,0,1
Breitenfurt Franz-Lehár-Gasse,13390,0,0,0,0,0,16.208162,48.13808,0,0,1
Breitenfurt Grüner Baum (Hauptstraße),13393,0,0,0,0,0,16.18319,48.134026,0,0,1
Breitenfurt Rudolf-Steiner-Gasse,13394,0,0,0,0,0,16.188215,48.134763,0,0,1
Breitenfurt Kloster,13396,0,0,0,0,0,16.17706,48.13444,0,0,1
Perchtoldsdorf Salitergasse,13420,0,0,0,0,0,16.270269,48.117225,0,0,1
Perchtoldsdorf Spitalskirche,13421,0,0,0,0,0,16.267878,48.12181,0,0,1
Perchtoldsdorf Freizeitzentrum (Donauw. Straße),13422,0,0,0,0,0,16.266763,48.124012,0,0,1
Breitenfurt Volksschule,13412,0,0,0,0,0,16.194993,48.133073,0,0,1
Breitenfurt Josef-Schöffel-Straße,13413,0,0,0,0,0,16.187244,48.129091,0,0,1
Wien Rodaun (Ketzergasse),13430,0,0,0,0,0,16.319044,48.125495,0,0,1
Breitenfurt Gh Schneider,13414,0,0,0,0,0,16.182201,48.126358,0,0,1
Perchtoldsdorf Bahngasse,13423,0,0,0,0,0,16.262062,48.127824,0,0,1
Perchtoldsdorf Sportzentrum,13416,0,0,0,0,0,16.257333,48.119077,0,0,1
Perchtoldsdorf Walzengasse,13417,0,0,0,0,0,16.261073,48.122223,0,0,1
Wien Hochstraße,13424,0,0,0,0,0,16.25843,48.132408,0,0,1
Perchtoldsdorf Marktplatz,13418,0,0,0,0,0,16.265217,48.119482,0,0,1
Perchtoldsdorf Wegbachgasse,13419,0,0,0,0,0,16.26634,48.117756,0,0,1
Wien Kaiser-Franz-Josef-Straße,13431,0,0,0,0,0,16.266799,48.135905,0,0,1
Wien Willergasse/Schule,13425,0,0,0,0,0,16.257144,48.133891,0,0,1
Wien Willergasse/Liesingbrücke,13426,0,0,0,0,0,16.257693,48.137172,0,0,1
Wien Breitenfurter Straße/Liesingbrücke (K.-F.-J.),13432,0,0,0,0,0,16.267788,48.13871,0,0,1
Wels Hbf (Busterminal),13499,0,0,0,0,0,16.421,48.210309,0,0,1
Rannersdorf b.Wien Kindergarten,13564,0,0,0,0,0,16.461928,48.124929,0,0,1
Rannersdorf b.Wien Baiergasse,13565,0,0,0,0,0,16.458754,48.12216,0,0,1
Rannersdorf b.Wien IZ (Johann-Hembach-Gasse),13566,0,0,0,0,0,16.458754,48.12216,0,0,1
Schwechat Rannersdorf,13557,0,0,0,0,0,16.465389,48.128776,0,0,1
Schwechat Brauhausstraße,13558,0,0,0,0,0,16.473137,48.14173,0,0,1
Schwechat Sommerbad,13559,0,0,0,0,0,16.4716,48.140274,0,0,1
Schwechat Gladbeckstraße,13560,0,0,0,0,0,16.468912,48.137856,0,0,1
Schwechat Europaschule (Wendestelle),13561,0,0,0,0,0,16.467339,48.13355,0,0,1
Rannersdorf b.Wien Wirtingerstraße,13562,0,0,0,0,0,16.466944,48.131275,0,0,1
Rannersdorf b.Wien Schulgasse,13563,0,0,0,0,0,16.465389,48.128776,0,0,1
Rannersdorf b.Wien Zwölfaxinger Straße,13571,0,0,0,0,0,16.453514,48.117468,0,0,1
Rannersdorf b.Wien IZ (Reinhartsdorfgasse),13578,0,0,0,0,0,16.458754,48.12216,0,0,1
Wien Kaiserebersdorf Bahnhof,13608,0,0,0,0,0,16.46582,48.146557,0,0,1
Schwechat Bahnhof,13609,0,0,0,0,0,16.482162,48.142755,0,0,1
Gerasdorf b.Wien Bahnhof,13620,0,0,0,0,0,16.483547,48.293018,0,0,1
Mannswörth Bahnhof,13632,0,0,0,0,0,16.507521,48.136624,0,0,1
Kapellerfeld Bahnhof,13621,0,0,0,0,0,16.495035,48.316543,0,0,1
Siebenhirten NÖ Bahnhof,13629,0,0,0,0,0,16.319044,48.125495,0,0,1
Wien St.Marx Bahnhof,13635,0,0,0,0,0,16.399507,48.188564,0,0,1
Wien Zentralfriedhof S-Bahn Bahnhof,13633,0,0,0,0,0,16.426762,48.152993,0,0,1
Wien Geiselbergstraße Bahnhof,13634,0,0,0,0,0,16.406995,48.175134,0,0,1
Wien Aspernstraße (Wonkaplatz Süd),13637,0,0,0,0,0,16.474962,48.222004,0,0,1
Wien Aspern Siegesplatz,13638,0,0,0,0,0,16.485866,48.217536,0,0,1
Wien Flugfeldstraße,13639,0,0,0,0,0,16.504249,48.215621,0,0,1
Wien Eßling Schule (Esslinger Hauptstraße),13640,0,0,0,0,0,16.354641,48.238903,0,0,1
Großenzersdorf Busbahnhof (Josef-Reither-Ring),13641,0,0,0,0,0,16.549357,48.199962,0,0,1
Großenzersdorf Taverne am Sachsengang,13642,0,0,0,0,0,16.564144,48.196285,0,0,1
Neuoberhausen Bundesstraße,13643,0,0,0,0,0,16.570688,48.193589,0,0,1
Oberhausen b.Wien Thavonweg,13644,0,0,0,0,0,16.580792,48.184231,0,0,1
Mühlleiten b.Wien Hubertusstraße/Feuerwehr,13646,0,0,0,0,0,16.566886,48.16983,0,0,1
Wien Grillgasse Bahnhst (Gadnergasse),13697,0,0,0,0,0,16.407174,48.166747,0,0,1
Vösendorf Mühlgasse,13719,0,0,0,0,0,16.33287,48.123266,0,0,1
Kledering Bahnhst (Klederinger Straße),13698,0,0,0,0,0,16.439491,48.132606,0,0,1
Wien Kaiserebersdorf Bahnhst (Wendestelle Ost),13700,0,0,0,0,0,16.463384,48.147312,0,0,1
Wien Reumannplatz (Davidgasse),13701,0,0,0,0,0,16.378184,48.174262,0,0,1
Wien Sebastianbrücke,13732,0,0,0,0,0,16.41451,48.134601,0,0,1
Vösendorf ehem. Postamt,13720,0,0,0,0,0,16.328321,48.12448,0,0,1
Vösendorf Kindergarten,13715,0,0,0,0,0,16.349077,48.116983,0,0,1
Schwechat Siedlung Frauenfeld,13725,0,0,0,0,0,16.464903,48.139105,0,0,1
Vösendorf Dr.-Adolf-Schärf-Hof,13716,0,0,0,0,0,16.346578,48.118097,0,0,1
Vösendorf-Siebenhirten Bahnhof (Ortsstraße),13721,0,0,0,0,0,16.319044,48.125495,0,0,1
Vösendorf Schlossplatz,13717,0,0,0,0,0,16.340726,48.120911,0,0,1
Vösendorf Kirche,13718,0,0,0,0,0,16.338524,48.1219,0,0,1
Vösendorf-Siebenhirten Bahnhof (Ketzergasse),13722,0,0,0,0,0,16.319044,48.125495,0,0,1
Wien Unterlaa Stadtgrenze (Wendestelle),13729,0,0,0,0,0,16.427445,48.131078,0,0,1
Wien Nowakgasse,13723,0,0,0,0,0,16.314208,48.126583,0,0,1
Schwechat Klederinger Straße,13726,0,0,0,0,0,16.463923,48.137011,0,0,1
Wien Siebenhirten (Wendestelle),13724,0,0,0,0,0,16.309695,48.128974,0,0,1
Kledering Gärtnergasse,13727,0,0,0,0,0,16.445046,48.13097,0,0,1
Wien Johanneskapelle,13731,0,0,0,0,0,16.418159,48.132381,0,0,1
Kledering Kirche,13728,0,0,0,0,0,16.435661,48.132102,0,0,1
Wien Klederinger Straße,13730,0,0,0,0,0,16.423364,48.131428,0,0,1
Wien Unterlaaer Straße,13733,0,0,0,0,0,16.411867,48.136004,0,0,1
Wien Oberlaa Friedhof,13734,0,0,0,0,0,16.404163,48.138296,0,0,1
Wien Leopoldsdorfer Straße,13737,0,0,0,0,0,16.399623,48.13799,0,0,1
Wien Oberlaaer Platz (Oberlaaer Straße),13738,0,0,0,0,0,16.403417,48.137496,0,0,1
Wien Johann-Friedl-Gasse,13739,0,0,0,0,0,16.407219,48.137091,0,0,1
Wien Unterlaa Stadtgrenze (Klederinger Straße),13740,0,0,0,0,0,16.427445,48.131078,0,0,1
Flughafen Wien General Aviation Center,13778,0,0,0,0,0,16.534848,48.129271,0,0,1
Flughafen Wien Fracht (Nordstraße/P8),13772,0,0,0,0,0,16.55831,48.123104,0,0,1
Flughafen Wien Charterbusparkplatz,13767,0,0,0,0,0,16.558822,48.123023,0,0,1
Wien Mitte-Landstraße (CAT) Bahnhof,13768,0,0,0,0,0,16.38489,48.206093,0,0,1
Flughafen Wien Cargo Nord West,13776,0,0,0,0,0,16.547469,48.128426,0,0,1
Flughafen Wien Handling Center West,13773,0,0,0,0,0,16.550867,48.124201,0,0,1
Flughafen Wien Mazur Parkplatz,13770,0,0,0,0,0,16.540161,48.127985,0,0,1
Flughafen Wien Office-Park,13771,0,0,0,0,0,16.563919,48.122331,0,0,1
Flughafen WIen AUA FBG/Schleuse (Werkstraße West),13774,0,0,0,0,0,16.547748,48.125612,0,0,1
Flughafen Wien Cargo Nord Ost,13775,0,0,0,0,0,16.550777,48.12697,0,0,1
Flughafen Wien AUA Haupteinfahrt,13777,0,0,0,0,0,16.543756,48.127914,0,0,1
Flughafen Wien AUA FBG/Schleuse (Weststraße),13779,0,0,0,0,0,16.547748,48.125612,0,0,1
Flughafen Wien Fracht (Nordstraße/P3),13780,0,0,0,0,0,16.55831,48.123104,0,0,1
Flughafen Wien Terminal 1/1A/2,13781,0,0,0,0,0,16.560422,48.121531,0,0,1
Wien Kaiserebersdorf Bahnhst (Baudißgasse),13783,0,0,0,0,0,16.463384,48.147312,0,0,1
Wien Baudißgasse,13784,0,0,0,0,0,16.461209,48.14529,0,0,1
Wien Ailecgasse,13785,0,0,0,0,0,16.45533,48.14093,0,0,1
Wien Bertl-Hayde-Gasse,13782,0,0,0,0,0,16.440488,48.140283,0,0,1
Schwechat Mannswörther Straße/OMV,13812,0,0,0,0,0,16.492689,48.148535,0,0,1
Wien Zentralfriedhof 9.Tor (Ailecgasse),13786,0,0,0,0,0,16.438214,48.141397,0,0,1
Schwechat Schlossmühle,13802,0,0,0,0,0,16.484428,48.152463,0,0,1
Wien Kaiserebersdorf Bahnhst (Wendestelle West),13787,0,0,0,0,0,16.463384,48.147312,0,0,1
Wien Svetelskystraße (Etrichstraße/Nebenfahrbahn),13788,0,0,0,0,0,16.46626,48.154036,0,0,1
Wien Simmeringer Haide,13822,0,0,0,0,0,16.440605,48.177426,0,0,1
Wien Etrichstraße/Hoefftgasse,13789,0,0,0,0,0,16.468121,48.155978,0,0,1
Wien Alberner Straße,13803,0,0,0,0,0,16.484527,48.156337,0,0,1
Wien Valiergasse/Etrichstraße (Nebenfahrbahn),13790,0,0,0,0,0,16.468948,48.157128,0,0,1
Wien Unterlaaer Platz,13791,0,0,0,0,0,16.414321,48.132876,0,0,1
Wien Rappachgasse (Kopalgasse),13818,0,0,0,0,0,16.424425,48.179934,0,0,1
Kledering Bahnhst (Bahnhofplatz),13792,0,0,0,0,0,16.439491,48.132606,0,0,1
Kledering Bahnhst,13793,0,0,0,0,0,16.439491,48.132606,0,0,1
Schwechat Europaschule,13794,0,0,0,0,0,16.467339,48.13355,0,0,1
Wien Albern,13804,0,0,0,0,0,16.484922,48.160032,0,0,1
Schwechat Franz-Schubert-Straße,13795,0,0,0,0,0,16.478818,48.137829,0,0,1
Schwechat Wismayrstraße,13796,0,0,0,0,0,16.478333,48.135842,0,0,1
Schwechat Johann-Burkl-Gasse,13797,0,0,0,0,0,16.479043,48.13364,0,0,1
Wien Mannswörther Straße,13805,0,0,0,0,0,16.490235,48.158612,0,0,1
Schwechat Felmayergasse,13798,0,0,0,0,0,16.475304,48.133361,0,0,1
Schwechat Rödlichgasse,13799,0,0,0,0,0,16.476508,48.132929,0,0,1
Schwechat Auf der Ried,13806,0,0,0,0,0,16.49686,48.156104,0,0,1
Wien Haidestraße Bahnhst (2.Haidequerstraße),13819,0,0,0,0,0,16.426384,48.179044,0,0,1
Schwechat Sendnergasse,13800,0,0,0,0,0,16.477182,48.14128,0,0,1
Mannswörth Novasiedlung,13807,0,0,0,0,0,16.507323,48.150261,0,0,1
Schwechat Buchergasse,13801,0,0,0,0,0,16.480158,48.147258,0,0,1
Mannswörth Danubiastraße,13808,0,0,0,0,0,16.512798,48.14795,0,0,1
Mannswörth Volksschule,13809,0,0,0,0,0,16.51678,48.146557,0,0,1
Mannswörth Römerstraße,13814,0,0,0,0,0,16.507323,48.150261,0,0,1
Mannswörth Friedhof,13810,0,0,0,0,0,16.523693,48.143779,0,0,1
Schwechat Hauptplatz,13811,0,0,0,0,0,16.477173,48.140103,0,0,1
Wien Wildpretstraße,13825,0,0,0,0,0,16.454745,48.177067,0,0,1
Wien Beschußamt,13820,0,0,0,0,0,16.434394,48.177273,0,0,1
Wien Enkplatz (Krausegasse),13815,0,0,0,0,0,16.420371,48.174433,0,0,1
Wien Enkplatz (Dittmanngasse),13816,0,0,0,0,0,16.415058,48.17437,0,0,1
Wien 7.Haidequerstraße (Schußlinie),13823,0,0,0,0,0,16.442286,48.179134,0,0,1
Wien Simoningplatz,13817,0,0,0,0,0,16.420748,48.179206,0,0,1
Wien Oriongasse,13821,0,0,0,0,0,16.439805,48.176186,0,0,1
Wien Pfaffenaugasse,13827,0,0,0,0,0,16.460094,48.171161,0,0,1
Wien Bleibtreustraße,13824,0,0,0,0,0,16.449262,48.177938,0,0,1
Wien 11.Haidequerstraße,13826,0,0,0,0,0,16.462908,48.175421,0,0,1
Wien Jedletzbergstraße,13829,0,0,0,0,0,16.469569,48.167106,0,0,1
Wien Paul-Wagner-Gasse,13828,0,0,0,0,0,16.461289,48.168859,0,0,1
Wien Artillerieplatz (Zinnergasse),13830,0,0,0,0,0,16.472643,48.164527,0,0,1
Wien Kaiserebersdorf Zinnergasse (Nr.19),13831,0,0,0,0,0,16.470728,48.160023,0,0,1
Wien Kaiserebersdorf Münnichplatz (Dreherstraße),13832,0,0,0,0,0,16.473856,48.158747,0,0,1
Wien Alberner Hafen,13833,0,0,0,0,0,16.494675,48.158351,0,0,1
Wien Fabianistraße,13834,0,0,0,0,0,16.479699,48.163259,0,0,1
Deutsch Wagram Albrecht-Dürer-Gasse,13850,0,0,0,0,0,16.572864,48.311626,0,0,1
Wien Warneckestraße,13835,0,0,0,0,0,16.480284,48.165704,0,0,1
Wien Neu Albern,13836,0,0,0,0,0,16.480356,48.16894,0,0,1
Deutsch Wagram Dr.-Albert-Schweitzer-Gasse,13859,0,0,0,0,0,16.581718,48.301639,0,0,1
Wien Zinnergasse (Alberner Hafenzufahrtsstraße),13837,0,0,0,0,0,16.472508,48.172078,0,0,1
Deutsch Wagram Andreas-Reischek-Gasse,13851,0,0,0,0,0,16.575264,48.314269,0,0,1
Wien Alberner Hafenzufahrtsstraße,13838,0,0,0,0,0,16.472508,48.172078,0,0,1
Wien Biomullwerk,13839,0,0,0,0,0,16.470575,48.17321,0,0,1
Wien Margetinstraße,13840,0,0,0,0,0,16.466278,48.175529,0,0,1
Deutsch Wagram Gottlieb-Fichte-Gasse,13852,0,0,0,0,0,16.578113,48.317334,0,0,1
Wien 7.Haidequerstraße (Wildpretstraße),13841,0,0,0,0,0,16.442286,48.179134,0,0,1
Wien Rappachgasse (Haidestraße),13842,0,0,0,0,0,16.424425,48.179934,0,0,1
Wien Krausegasse,13843,0,0,0,0,0,16.420371,48.174433,0,0,1
Wien Artillerieplatz (Margetinstraße),13844,0,0,0,0,0,16.472643,48.164527,0,0,1
Deutsch Wagram Schule,13846,0,0,0,0,0,16.56009,48.298097,0,0,1
Deutsch Wagram Feldgasse,13860,0,0,0,0,0,16.580423,48.303383,0,0,1
Deutsch Wagram Bahnhof (Bahnhofstraße),13847,0,0,0,0,0,16.563578,48.302916,0,0,1
Deutsch Wagram Eichengasse,13848,0,0,0,0,0,16.569304,48.306242,0,0,1
Deutsch Wagram Stefan-Fadinger-Straße,13849,0,0,0,0,0,16.570922,48.309406,0,0,1
Wien Aderklaaer Straße (Sandauergasse 2),13865,0,0,0,0,0,16.44697,48.262383,0,0,1
Deutsch Wagram Franz-Schumeier-Straße,13861,0,0,0,0,0,16.571947,48.301288,0,0,1
Deutsch Wagram Karl-Wiesinger-Gasse,13858,0,0,0,0,0,16.578823,48.302367,0,0,1
Deutsch Wagram Theodor-Körner-Gasse,13862,0,0,0,0,0,16.560512,48.296866,0,0,1
Wien Spitzweg,13866,0,0,0,0,0,16.456255,48.264918,0,0,1
Aderklaa Ortsmitte,13845,0,0,0,0,0,16.537716,48.285018,0,0,1
